898,纳兰,0,
899,夏侯,0,
900,诸葛,0,
901,司马,0,
900,上官,0,
903,欧阳,0,
904,东方,0,
905,皇甫,0,
906,淳于,0,
907,轩辕,0,
908,令狐,0,
909,长孙,0,
910,慕容,0,
911,司徒,0,
910,宇文,0,
913,端木,0,
914,西门,0,
915,独孤,0,
916,南宫,0,
917,公冶,0,
918,伯赏,0,
919,轩辕,0,
920,长孙,0,
921,司马,0,
920,鲜于,0,
923,欧阳,0,
924,司空,0,
925,单于,0,
926,夏侯,0,
927,上官,0,
928,皇甫,0,
929,南宫,0,
930,诸葛,0,
931,巫马,0,
930,阳佟,0,
933,太叔,0,
934,东方,0,
935,尉迟,0,
936,呼延,0,
937,慕容,0,
938,宇文,0,
939,淳于,0,
940,子车,0,
941,闾丘,0,
940,归海,0,
943,赫连,0,
944,乐正,0,
945,濮阳,0,
946,西门,0,
947,百里,0,
948,司徒,0,
949,令狐,0,
950,左丘,0,
951,公西,0,
950,谷粱,0,
953,拓跋,0,
954,北堂,0,
955,端木,0,
956,东陵,0,
957,白马,0,
958,北宫,0,
959,北冥,0,
960,公输,0,
961,公羊,0,
960,歌舒,0,
963,公孙,0,
964,贺兰,0,
965,即墨,0,
966,万俟,0,
967,第五,0,
968,澹台,0,
969,南门,0,
970,墨夷,0,
971,破丑,0,
970,青阳,0,
973,申屠,0,
974,司寇,0,
975,太史,0,
976,闻人,0,
977,乐羊,0,
978,子言,0,
979,钟离,0,
980,左师,0,
981,太叔,0,
980,公冶,0,
983,伯赏,0,
984,轩辕,0,
985,长孙,0,
986,司马,0,
987,鲜于,0,
988,欧阳,0,
989,司空,0,
990,单于,0,
991,夏侯,0,
990,上官,0,
993,皇甫,0,
994,南宫,0,
995,诸葛,0,
996,巫马,0,
997,阳佟,0,
998,太叔,0,
999,东方,0,
1000,尉迟,0,
1001,呼延,0,
1000,慕容,0,
1003,宇文,0,
1004,淳于,0,
1005,子车,0,
1006,闾丘,0,
1007,东郭,0,
1008,归海,0,
1009,赫连,0,
1010,乐正,0,
1011,濮阳,0,
1010,西门,0,
1013,百里,0,
1014,司徒,0,
1015,令狐,0,
1016,左丘,0,
1017,公西,0,
1018,谷粱,0,
1019,拓跋,0,
1020,北堂,0,
1021,端木,0,
1020,东陵,0,
1023,白马,0,
1024,北宫,0,
1025,北冥,0,
1026,公输,0,
1027,公羊,0,
1028,歌舒,0,
1029,公孙,0,
1030,贺兰,0,
1031,即墨,0,
1030,万俟,0,
1033,第五,0,
1034,澹台,0,
1035,南门,0,
1036,墨夷,0,
1037,破丑,0,
1038,青阳,0,
1039,申屠,0,
1040,司寇,0,
1041,太史,0,
1040,闻人,0,
1043,乐羊,0,
1044,子言,0,
1045,钟离,0,
1046,左师,0,
1047,上宫,0,
1048,东方,0,
1049,东郭,0,
1050,平夏,0,
1051,平松,0,
1050,公孙,0,
1053,雁易,0,
1054,欧阳,0,
1055,欧阳,0,
1056,褚师,0,
1057,太史,0,
1058,司马,0,
1059,东方,0,
1060,上官,0,
1061,独孤,0,
1060,南宫,0,
1063,万俟,0,
1064,闻人,0,
1065,夏侯,0,
1066,诸葛,0,
1067,尉迟,0,
1068,公羊,0,
1069,赫连,0,
1070,澹台,0,
1071,皇甫,0,
1070,宗政,0,
1073,濮阳,0,
1074,公冶,0,
1075,太叔,0,
1076,申屠,0,
1077,公孙,0,
1078,慕容,0,
1079,仲孙,0,
1080,钟离,0,
1081,长孙,0,
1080,宇文,0,
1083,司徒,0,
1084,鲜于,0,
1085,司空,0,
1086,闾丘,0,
1087,子车,0,
1088,亓官,0,
1089,司寇,0,
1090,巫马,0,
1091,公西,0,
1090,颛孙,0,
1093,壤驷,0,
1094,公良,0,
1095,漆雕,0,
1096,乐正,0,
1097,宰父,0,
1098,谷梁,0,
1099,拓跋,0,
1100,夹谷,0,
1101,轩辕,0,
1100,令狐,0,
1103,段干,0,
1104,百里,0,
1105,呼延,0,
1106,东郭,0,
1107,南门,0,
1108,羊舌,0,
1109,微生,0,
1110,公户,0,
1111,公玉,0,
1110,公仪,0,
1113,梁丘,0,
1114,公仲,0,
1115,公上,0,
1116,公门,0,
1117,公山,0,
1118,公坚,0,
1119,左丘,0,
1120,公伯,1,
1121,西门,1,
1120,公祖,1,
1123,令狐,1,
1124,公乘,1,
1125,贯丘,1,
